"name","country.etc","long","lat"
"Milici","Bosnia and Herzegovina",19.09,44.17
"Milicz","Poland",17.27,51.53
"Milin","Czech Republic",14.05,49.63
"Milisauti","Romania",26,47.78
"Mill en Sint Hubert","Netherlands",5.78,51.68
"Millau","France",3.07,44.11
"Millerovo","Russia",40.39,48.93
"Milna","Croatia",16.45,43.33
"Milngavie","UK",-4.32,55.93
"Milnrow","UK",-2.1,53.6
"Milot","Albania",19.73,41.69
"Milotice","Czech Republic",17.13,48.97
"Milove","Ukraine",40.13,49.38
"Milovice","Czech Republic",14.9,50.23
"Milton Keynes","UK",-0.75,52.02
"Mimon","Czech Republic",14.73,50.65
"Minacu","Brazil",-48.21,-13.54
"Mincivan","Azerbaijan",46.72,39.03
"Minden","Germany",8.9,52.29
"Mindszent","Hungary",20.2,46.52
"Minehead","UK",-3.48,51.21
"Mineiros","Brazil",-52.56,-17.57
"Mineralnyye Vody","Russia",43.13,44.21
"Mingecevir","Azerbaijan",47.04,40.77
"Minnesund","Norway",11.23,60.38
"Minsk Mazowiecki","Poland",21.56,52.18
"Mintiloglion","Greece",21.7,38.18
"Minturno","Italy",13.74,41.28
"Minusinsk","Russia",91.69,53.71
"Minusio","Switzerland",8.81,46.19
"Mionica","Bosnia and Herzegovina",18.46,44.87
"Mionica","Serbia",20.08,44.25
"Mions","France",4.95,45.66
"Mioveni","Romania",24.95,44.95
"Mira","Italy",12.12,45.45
"Mira","Portugal",-8.72,40.43
"Mira de Aire","Portugal",-8.71,39.53
"Miracema","Brazil",-42.2,-21.41
"Miracema do Tocantins","Brazil",-48.4,-9.55
"Miramas","France",4.99,43.59
"Miranda de Ebro","Spain",-2.95,42.69
"Miranda do Corvo","Portugal",-8.32,40.1
"Mirandela","Portugal",-7.17,41.48
"Mirandola","Italy",11.06,44.89
"Mirandopolis","Brazil",-51.11,-21.13
"Mirano","Italy",12.11,45.5
"Mirassol","Brazil",-49.52,-20.82
"Miravci","North Macedonia",22.43,41.31
"Mircea Voda","Romania",28.17,44.28
"Mircesti","Romania",26.83,47.08
"Miren","Slovenia",13.61,45.9
"Miresu Mare","Romania",23.33,47.5
"Mirfield","UK",-1.68,53.67
"Miribel","France",4.95,45.82
"Mirina","Greece",25.07,39.88
"Mirkovci","Croatia",18.85,45.27
"Mirna","Slovenia",15.06,45.96
"Mirnyy","Russia",44.54,61.33
"Mirnyy","Russia",113.96,62.54
"Miroslav","Czech Republic",16.32,48.95
"Miroslava","Romania",27.52,47.15
"Miroslovesti","Romania",26.65,47.15
"Mirosov","Czech Republic",13.67,49.68
"Mirovice","Czech Republic",14.05,49.52
"Mirsini","Greece",21.23,37.92
"Mishkovo-Pohorilove","Ukraine",32.09,46.99
"Misilmeri","Italy",13.44,38.06
"Misje","Norway",4.97,60.45
"Miskolc","Hungary",20.79,48.1
"Mislata","Spain",-0.4,39.49
"Mislinja","Slovenia",15.2,46.44
"Misso","Estonia",27.24,57.6
"Mistelbach","Austria",16.57,48.57
"Misterbianco","Italy",15.01,37.52
"Misvaer","Norway",15,67.12
"Mitchelstown","Ireland",-8.27,52.27
"Mithimna","Greece",26.17,39.37
"Mitikas","Greece",23.65,38.43
"Mitilini","Greece",26.55,39.11
"Mitilinioi","Greece",26.91,37.73
"Mitreni","Romania",26.6,44.17
"Mitropoli","Greece",21.84,39.34
"Mitrousion","Greece",23.47,41.08
"Mitry-Mory","France",2.61,48.98
"Mittelberg","Austria",9.65,47.2
"Mittersill","Austria",12.48,47.27
"Mittweida","Germany",12.98,50.99
"Miusyns'k","Ukraine",38.9,48.08
"Mizija","Bulgaria",23.86,43.69
"Mizil","Romania",26.44,45.01
"Mjolby","Sweden",15.13,58.33
"Mlada Boleslav","Czech Republic",14.9,50.42
"Mlada Vozice","Czech Republic",14.82,49.53
"Mlade Buky","Czech Republic",15.85,50.6
"Mladenovac","Serbia",20.7,44.43
"Mlawa","Poland",20.36,53.12
"Mlini","Croatia",18.21,42.62
"Mliyiv","Ukraine",31.52,49.35
"Mlyniv","Ukraine",25.6,50.5
"Mnichovo Hradiste","Czech Republic",14.98,50.52
"Mnisek pod Brdy","Czech Republic",14.27,49.87
"Mo","Norway",12.03,60.42
"Mo i Rana","Norway",14.17,66.33
"Moana","Spain",-8.75,42.29
"Moara Vlasiei","Romania",26.22,44.63
"Moate","Ireland",-7.72,53.56
"Mococa","Brazil",-47.01,-21.46
"Mocsa","Hungary",18.18,47.67
"Modave","Belgium",5.3,50.45
"Modelu","Romania",27.38,44.2
"Modena","Italy",10.92,44.65
"Modica","Italy",14.76,36.87
"Modling","Austria",16.3,48.1
"Modra","Slovakia",17.31,48.34
"Modrica","Bosnia and Herzegovina",18.3,44.95
"Modrice","Czech Republic",16.62,49.13
"Modriku","Estonia",26.46,59.31
"Modugno","Italy",16.76,41.09
"Moe","Estonia",26.01,59.25
"Moeciu","Romania",25.33,45.48
"Moelv","Norway",10.7,60.93
"Moen","Norway",18.62,69.13
"Moerbeke","Belgium",3.93,51.17
"Moerdijk","Netherlands",4.59,51.65
"Moers","Germany",6.65,51.45
"Moersdorf","Luxembourg",6.5,49.73
"Moesdorf","Luxembourg",6.11,49.76
"Moestroff","Luxembourg",6.23,49.86
"Mogadouro","Portugal",-6.71,41.33
"Mogelsberg","Switzerland",9.12,47.37
"Mogi Guacu","Brazil",-46.95,-22.37
"Mogila","North Macedonia",21.39,41.11
"Mogilno","Poland",17.96,52.65
"Mogliano Veneto","Italy",12.23,45.56
"Mogosani","Romania",25.4,44.68
"Mogosesti","Romania",27.53,47.03
"Mogosoaia","Romania",26,44.53
"Moguer","Spain",-6.84,37.28
"Mogyorod","Hungary",19.25,47.6
"Mohacs","Hungary",18.68,46
"Mohelnice","Czech Republic",16.92,49.78
"Mohelno","Czech Republic",16.18,49.12
"Mohkula","Estonia",25.91,58.67
"Mohlin","Switzerland",7.84,47.55
"Mohyliv-Podil's'kyy","Ukraine",27.8,48.45
"Moi","Norway",6.54,58.46
"Moinesti","Romania",26.51,46.48
"Moirai","Greece",24.87,35.05
"Moisakula","Estonia",25.17,58.1
"Moisamaa","Estonia",24.54,58.89
"Moisanurme","Estonia",26.33,58.34
"Moisei","Romania",24.55,47.65
"Moissac","France",1.08,44.11
"Moissy-Cramayel","France",2.59,48.62
"Moita","Portugal",-8.97,38.65
"Moji das Cruzes","Brazil",-46.21,-23.52
"Moji-Mirim","Brazil",-46.96,-22.43
"Mojstrana","Slovenia",13.94,46.46
"Moju","Brazil",-48.77,-1.88
"Mokosica","Croatia",18.09,42.68
"Mokra-Horakov","Czech Republic",16.6,49.27
"Mokrin","Serbia",20.41,45.94
"Mol","Belgium",5.1,51.18
"Mol","Serbia",20.13,45.76
"Mola di Bari","Italy",17.08,41.05
"Molaoi","Greece",22.86,36.8
"Mold","UK",-3.15,53.17
"Moldava nad Bodvou","Slovakia",20.99,48.62
"Molde","Norway",7.18,62.74
"Moldova Noua","Romania",21.66,44.74
"Moldovita","Romania",25.53,47.68
"Moldre","Estonia",25.92,58.03
"Moletai","Lithuania",25.41,55.24
"Molfetta","Italy",16.59,41.21
"Molina de Segura","Spain",-1.22,38.06
"Molinella","Italy",11.67,44.63
"Molins de Rei","Spain",2.01,41.42
"Mollet del Valles","Spain",2.21,41.55
"Mollis","Switzerland",9.08,47.08
"Molln","Germany",10.69,53.63
"Molnlycke","Sweden",12.13,57.65
"Molochans'k","Ukraine",35.59,47.21
"Molodohvardiys'k","Ukraine",39.73,48.35
"Molos","Greece",22.65,38.82
"Molsheim","France",7.49,48.53
"Molve","Croatia",17.03,46.11
"Momcilgrad","Bulgaria",25.42,41.54
"Momignies","Belgium",4.17,50.03
"Mompach","Luxembourg",6.46,49.74
"Monaghan","Ireland",-6.97,54.25
"Monasterevan","Ireland",-7.06,53.14
"Monastirakion","Greece",20.95,38.85
"Monastyrys'ka","Ukraine",25.17,49.08
"Monastyryshche","Ukraine",29.82,48.98
"Moncada","Spain",-0.4,39.55
"Moncalieri","Italy",7.69,45.02
"Moncarapacho","Portugal",-7.77,37.08
"Monchaltorf","Switzerland",8.72,47.32
"Monchegorsk","Russia",32.82,67.92
"Monchengladbach","Germany",6.42,51.2
"Monchique","Portugal",-8.54,37.32
"Mondercange","Luxembourg",5.98,49.53
"Mondeville","France",-0.29,49.17
"Mondolfo","Italy",13.11,43.76
"Mondorf-les-Bains","Luxembourg",6.28,49.5
"Mondovi","Italy",7.83,44.4
"Mondragone","Italy",13.9,41.12
"Monfalcone","Italy",13.53,45.82
"Monforte de Lemos","Spain",-7.51,42.53
"Mongagua","Brazil",-46.64,-24.1
"Monheim","Germany",6.88,51.09
"Monino","Russia",38.19,55.84
"Moniste","Estonia",26.61,57.61
"Monki","Poland",22.78,53.4
"Monmouth","UK",-3,51.67
"Monnaste","Estonia",25.82,58.3
"Monok","Hungary",21.15,48.21
"Monopoli","Italy",17.28,40.95
"Monor","Hungary",19.45,47.35
"Monostorpalyi","Hungary",21.78,47.4
"Monover","Spain",-0.84,38.44
"Monreale","Italy",13.31,38.11
"Mons","Belgium",3.93,50.45
"Mons-en-Baroeul","France",3.11,50.63
"Monselice","Italy",11.73,45.26
"Monserrato","Italy",9.13,39.26
"Monsummano Terme","Italy",10.81,43.87
"Mont-Saint-Aignan","France",1.08,49.46
"Mont-Saint-Guibert","Belgium",4.62,50.63
"Mont-de-Marsan","France",-0.51,43.9
"Mont-roig del Camp","Spain",0.97,41.08
"Montagnola","Switzerland",8.92,45.98
"Montalto Uffugo","Italy",16.15,39.4
"Montana","Bulgaria",23.23,43.42
"Montana","Switzerland",7.47,46.3
"Montargis","France",2.73,48.01
"Montataire","France",2.43,49.26
"Montauban","France",1.35,44.02
"Montbeliard","France",6.82,47.52
"Montbrison","France",4.05,45.61
"Montcada i Reixac","Spain",2.18,41.49
"Montceau-les-Mines","France",4.36,46.68
"Monte Alegre","Brazil",-54.08,-2
"Monte Alto","Brazil",-48.49,-21.28
"Monte Argentario","Italy",11.16,42.41
"Monte Carasso","Switzerland",9,46.18
"Monte Carmelo","Brazil",-47.5,-18.72
"Monte Gordo","Portugal",-7.44,37.18
"Monte Mor","Brazil",-47.34,-22.94
"Monte Redondo","Portugal",-8.82,39.9
"Monte San Giovanni Campano","Italy",13.51,41.64
"Monte Sant'Angelo","Italy",15.95,41.71
"Monte di Procida","Italy",14.05,40.8
"Montebelluna","Italy",12.05,45.79
"Montecatini-Terme","Italy",10.79,43.89
"Montecchio Maggiore","Italy",11.42,45.51
"Montecorvino Rovella","Italy",15,40.71
"Montefiascone","Italy",12.02,42.54
"Montefrio","Spain",-4.02,37.32
"Montegranaro","Italy",13.63,43.24
"Montelimar","France",4.74,44.57
"Montellano","Spain",-5.57,37
"Montelupo Fiorentino","Italy",11.01,43.74
"Montemor-o-Novo","Portugal",-8.21,38.65
"Montemurlo","Italy",11.05,43.92
"Montenegro","Brazil",-51.48,-29.67
"Montenegro","Portugal",-7.96,37.03
"Montepulciano","Italy",11.77,43.1
"Montereau-Fault-Yonne","France",2.95,48.39
"Monteroni di Lecce","Italy",18.1,40.32
"Monterotondo","Italy",12.62,42.05
"Montes Claros","Brazil",-43.86,-16.72
"Montesarchio","Italy",14.63,41.07
"Montesilvano","Italy",14.13,42.49
"Montespertoli","Italy",11.08,43.64
"Montesson","France",2.14,48.91
"Monteux","France",5,44.03
"Montevarchi","Italy",11.56,43.53
"Montfermeil","France",2.55,48.9
"Montfoort","Netherlands",4.95,52.05
"Montgat","Spain",2.3,41.47
"Montgeron","France",2.44,48.7
"Monthey","Switzerland",6.93,46.27
"Montichiari","Italy",10.4,45.41
"Montigny-en-Gohelle","France",2.94,50.44
"Montigny-le-Bretonneux","France",2.03,48.76
"Montigny-le-Tilleul","Belgium",4.37,50.38
"Montigny-les-Cormeilles","France",2.2,48.99
"Montigny-les-Metz","France",6.15,49.1
"Montijo","Portugal",-8.96,38.7
"Montijo","Spain",-6.62,38.92
"Montilla","Spain",-4.64,37.6
"Montivilliers","France",0.19,49.55
"Montlouis-sur-Loire","France",0.83,47.38
"Montlucon","France",2.58,46.34
"Montmagny","France",2.35,48.96
"Montmelo","Spain",2.25,41.55
"Montmorency","France",2.31,48.98
"Montornes del Valles","Spain",2.26,41.54
"Montoro","Spain",-4.38,38.03
"Montpellier","France",3.87,43.61
"Montreuil","France",2.43,48.86
"Montreux","Switzerland",6.88,46.45
"Montrose","UK",-2.48,56.72
"Montrouge","France",2.32,48.81
"Monza","Italy",9.27,45.58
"Monzon","Spain",0.18,41.92
"Moora","Estonia",26.53,59.06
"Moormerland","Germany",7.45,53.33
"Moorslede","Belgium",3.07,50.88
"Moosburg","Austria",14.17,46.66
"Moosburg","Germany",11.93,48.48
"Mooste","Estonia",27.19,58.16
"Mor","Hungary",18.22,47.37
"Mora","Spain",-3.77,39.68
"Morada Nova","Brazil",-38.38,-5.1
"Morag","Poland",19.93,53.92
"Morahalom","Hungary",19.88,46.22
"Moraleja","Spain",-6.65,40.07
"Moralzarzal","Spain",-3.97,40.68
"Morangis","France",2.33,48.7
"Moratella","Spain",-1.88,38.2
"Moravany","Czech Republic",16.58,49.15
"Moravany","Czech Republic",15.95,50
"Moravce","Slovenia",14.75,46.14
"Moravska Nova Ves","Czech Republic",17.02,48.8
"Moravska Trebova","Czech Republic",16.67,49.76
"Moravske Budejovice","Czech Republic",15.81,49.06
"Moravsky Beroun","Czech Republic",17.45,49.8
"Moravsky Krumlov","Czech Republic",16.31,49.05
"Moravsky Pisek","Czech Republic",17.33,48.98
"Moravsky Zizkov","Czech Republic",16.93,48.83
"Morbegno","Italy",9.57,46.14
"Morbio Inferiore","Switzerland",9.03,45.85
"Morecambe","UK",-2.86,54.08
"Moreira","Portugal",-8.37,41.05
"Moreira de Conegos","Portugal",-8.34,41.38
"Moreni","Romania",25.64,45
"Moreno","Brazil",-35.1,-8.11
"Morfelden-Walldorf","Germany",8.56,49.98
"Morfovounion","Greece",21.75,39.35
"Morges","Switzerland",6.49,46.52
"Moria","Greece",26.52,39.13
"Morkov","Czech Republic",18.07,49.53
"Morkovice-Slizany","Czech Republic",17.22,49.25
"Morlaix","France",-3.84,48.58
"Morlanwelz","Belgium",4.23,50.45
"Morley","UK",-1.6,53.74
"Moroeni","Romania",25.43,45.22
"Moron de la Frontera","Spain",-5.46,37.13
"Morozovsk","Russia",41.83,48.35
"Morpeth","UK",-1.68,55.17
"Morrinhos","Brazil",-49.11,-17.73
"Morro Agudo","Brazil",-48.07,-20.73
"Morro de Chapeu","Brazil",-41.16,-11.54
"Morsang-sur-Orge","France",2.34,48.67
"Morschwil","Switzerland",9.42,47.47
"Morshansk","Russia",41.81,53.45
"Morshyn","Ukraine",23.87,49.15
"Mortara","Italy",8.73,45.27
"Mortsel","Belgium",4.47,51.17
"Mos","Spain",-8.6,42.2
"Mosbach","Germany",9.15,49.36
"Moscavide","Portugal",-9.1,38.77
"Moscenica","Croatia",16.36,45.44
"Moscow","Russia",37.62,55.75
"Moshny","Ukraine",31.75,49.53
"Mosina","Poland",16.84,52.26
"Mosjoen","Norway",13.22,65.84
"Moskhaton","Greece",23.67,37.95
"Moskovskiy","Russia",37.36,55.6
"Mosnang","Switzerland",9.03,47.37
"Mosonmagyarovar","Hungary",17.27,47.86
"Mosonszentmiklos","Hungary",17.43,47.73
"Mospyne","Ukraine",38.06,47.89
"Moss","Norway",10.68,59.43
"Mossingen","Germany",9.06,48.42
"Mossley","UK",-2.02,53.52
"Mossoro","Brazil",-37.34,-5.19
"Most","Czech Republic",13.63,50.51
"Mosta","Malta",14.43,35.91
"Mostar","Bosnia and Herzegovina",17.81,43.34
"Mostek","Czech Republic",15.69,50.49
"Mosterhamn","Norway",5.38,59.7
"Mostkovice","Czech Republic",17.05,49.47
"Mostoles","Spain",-3.88,40.32
"Mostovskoy","Russia",40.79,44.41
"Mostre","Bosnia and Herzegovina",18.14,44.03
"Mosty u Jablunkova","Czech Republic",18.75,49.53
"Mostys'ka","Ukraine",23.15,49.8
"Motala","Sweden",15.04,58.54
"Motatei","Romania",23.2,44.08
"Motca","Romania",26.62,47.25
"Motherwell","UK",-4,55.79
"Motril","Spain",-3.52,36.76
"Motru","Romania",22.98,44.8
"Mottola","Italy",17.03,40.64
"Mouans-Sartoux","France",6.97,43.62
"Moudon","Switzerland",6.8,46.67
"Mougins","France",6.98,43.61
"Mouhijarvi","Finland",23.02,61.5
"Moulins","France",3.33,46.57
"Moulkion","Greece",22.73,38
"Mountain Ash-Abercynon","UK",-3.38,51.68
"Mountmellick","Ireland",-7.33,53.12
"Mountrath","Ireland",-7.47,53.01
"Mountsorrel","UK",-1.15,52.72
"Moura","Portugal",-7.44,38.13
"Mournies","Greece",24.01,35.48
"Mouscron","Belgium",3.22,50.73
"Moustheni","Greece",24.12,40.87
"Moutfort","Luxembourg",6.25,49.58
"Moutier","Switzerland",7.36,47.29
"Mouvaux","France",3.13,50.7
"Mouzakion","Greece",20.82,37.73
"Mouzakion","Greece",21.66,39.43
"Mouzouras","Greece",24.15,35.53
"Movik","Norway",19.1,69.72
"Movilita","Romania",26.48,44.65
"Moville","Ireland",-7.06,55.19
"Mozdok","Russia",44.65,43.75
"Mozelos","Portugal",-8.39,41.87
"Mozhaysk","Russia",36.03,55.5
"Mozhga","Russia",52.19,56.45
"Mozirje","Slovenia",14.96,46.34
"Mqabba","Malta",14.47,35.85
"Mraclin","Croatia",16.1,45.67
"Mragowo","Poland",21.3,53.88
"Mramor","Bosnia and Herzegovina",18.56,44.59
"Mravince","Croatia",16.52,43.53
"Mrkonjic Grad","Bosnia and Herzegovina",17.09,44.42
"Mrkopalj","Croatia",14.86,45.32
"Mseno","Czech Republic",14.63,50.45
"Msida","Malta",14.48,35.9
"Mtsensk","Russia",36.55,53.27
"Mtskheta","Georgia",44.7,41.84
"Much","Germany",7.4,50.92
"Mucsony","Hungary",20.68,48.27
"Mucuri","Brazil",-39.57,-18.08
"Mugan","Azerbaijan",48.82,40.1
"Mugeni","Romania",25.22,46.25
"Muggia","Italy",13.76,45.62
"Muggio","Italy",9.23,45.59
"Mugnano di Napoli","Italy",14.2,40.92
"Muhen","Switzerland",8.05,47.33
"Muhlacker","Germany",8.84,48.96
"Muhldorf","Germany",12.52,48.26
"Muhleberg","Switzerland",7.25,46.95
"Muhlhausen","Germany",10.45,51.22
"Muhlheim","Germany",8.84,50.13
"Muhos","Finland",25.99,64.8
"Muinebeag","Ireland",-6.95,52.7
"Mukacheve","Ukraine",22.72,48.45
"Mukarov","Czech Republic",14.75,50
"Mula","Spain",-1.5,38.05
"Mulheim","Germany",6.86,51.43
"Mulhouse","France",7.34,47.76
"Mullendorf","Luxembourg",6.13,49.68
"Mullerthal","Luxembourg",6.31,49.78
"Mullheim","Germany",7.62,47.81
"Mullheim","Switzerland",9,47.6
"Mullingar","Ireland",-7.34,53.53
"Multia","Finland",24.78,62.42
"Munalaskme","Estonia",24.26,59.19
"Munchenbuchsee","Switzerland",7.45,47.02
"Munchenstein","Switzerland",7.61,47.52
"Munchwilen","Switzerland",9,47.45
"Mungia","Spain",-2.84,43.36
"Munich","Germany",11.58,48.14
"Munkebo","Denmark",10.57,55.45
"Munsbach","Luxembourg",6.27,49.63
"Munschecker","Luxembourg",6.44,49.69
"Munshausen","Luxembourg",6.03,50.03
"Munsingen","Switzerland",7.56,46.89
"Munster","Germany",10.08,53
"Munster","Germany",7.62,51.96
"Munsterlingen","Switzerland",9.23,47.63
"Munteni","Romania",27.43,45.93
"Munxar","Malta",14.23,36.03
"Muonio","Finland",23.7,67.95
"Muotathal","Switzerland",8.77,46.97
"Murakeresztur","Hungary",16.87,46.37
"Muraste","Estonia",24.43,59.46
"Muravlenko","Russia",73.5,63.78
"Murcia","Spain",-1.13,37.98
"Muret","France",1.31,43.47
"Murgeni","Romania",28.02,46.2
"Murgenthal","Switzerland",7.82,47.27
"Muri","Switzerland",7.48,46.94
"Muri","Switzerland",8.34,47.28
"Muriae","Brazil",-42.39,-21.13
"Muritiba","Brazil",-39.26,-12.91
"Murmansk","Russia",33.08,68.96
"Murmashi","Russia",32.66,68.83
"Muro","Spain",3.05,39.73
"Muro del Alcoy","Spain",-0.43,38.77
"Murom","Russia",42.04,55.57
"Muros","Spain",-9.06,42.78
"Murovane","Ukraine",22.93,49.52
"Murovani Kurylivtsi","Ukraine",27.52,48.73
"Murowana Goslina","Poland",17.01,52.58
"Murska Sobota","Slovenia",16.15,46.66
"Murten","Switzerland",7.11,46.94
"Murter","Croatia",15.61,43.81
"Murtino","North Macedonia",22.76,41.4
"Muruvik","Norway",10.85,63.43
"Murzzuschlag","Austria",15.67,47.6
"Musselburgh","UK",-3.06,55.95
"Musson","Belgium",5.7,49.57
"Mustasaari","Finland",21.71,63.09
"Mustivere","Estonia",25.51,58.39
"Mustjala","Estonia",22.24,58.46
"Mustla","Estonia",25.11,58.14
"Mustvee","Estonia",26.94,58.86
"Muta","Slovenia",15.17,46.61
"Mutenice","Czech Republic",17.02,48.92
"Muttenz","Switzerland",7.64,47.52
"Mutxamel","Spain",-0.44,38.42
"Muuga","Estonia",24.93,59.48
"Muuga","Estonia",26.62,59.11
"Muurame","Finland",25.67,62.13
"Muurla","Finland",23.28,60.35
"Muusleri","Estonia",25.9,58.92
"Muxtedir","Azerbaijan",48.78,41.66
"Myjava","Slovakia",17.57,48.77
"Mykhaylivka","Ukraine",35.22,47.27
"Myklebost","Norway",6.3,62.5
"Myklebost","Norway",6.45,62.73
"Mykolayiv","Ukraine",23.98,49.51
"Mykolayiv","Ukraine",32,46.97
"Mykolayivka","Ukraine",37.68,47.65
"Mykolayivka","Ukraine",36.37,48.44
"Mynamaki","Finland",22,60.67
"Myra","Norway",8.87,58.75
"Myre","Norway",15.96,69.11
"Myrhorod","Ukraine",33.6,49.97
"Myrne","Ukraine",33.02,45.32
"Myronivka","Ukraine",30.98,49.65
"Myronivs'kyy","Ukraine",38.27,48.46
"Myropil'","Ukraine",27.7,50.12
"Myrskyla","Finland",25.85,60.67
"Mysen","Norway",11.33,59.56
"Myski","Russia",87.8,53.7
"Myslenice","Poland",19.94,49.84
"Mysliborz","Poland",14.87,52.93
"Myslowice","Poland",19.14,50.24
"Myszkow","Poland",19.32,50.58
"Mytishchi","Russia",37.73,55.91
"Myto","Czech Republic",13.73,49.8
"Naantali","Finland",22.02,60.47
"Naarden","Netherlands",5.14,52.3
"Naas","Ireland",-6.68,53.22
"Nabala","Estonia",24.86,59.27
"Naberezhnyye Chelny","Russia",52.32,55.69
"Nachod","Czech Republic",16.17,50.42
"Nachtmanderscheid","Luxembourg",6.12,49.94
"Nadlac","Romania",20.74,46.17
"Nadudvar","Hungary",21.17,47.42
"Nadur","Malta",14.29,36.04
"Nadvirna","Ukraine",24.58,48.63
"Nadym","Russia",72.52,65.53
"Naerbo","Norway",5.65,58.67
"Naestved","Denmark",11.76,55.23
"Nafels","Switzerland",9.07,47.1
"Naftalan","Azerbaijan",46.82,40.52
"Nagem","Luxembourg",5.85,49.78
"Nagold","Germany",8.73,48.55
"Nagyatad","Hungary",17.36,46.23
"Nagybajom","Hungary",17.51,46.38
"Nagybaracska","Hungary",18.9,46.05
"Nagycserkesz","Hungary",21.57,47.98
"Nagydobos","Hungary",22.32,48.07
"Nagydorog","Hungary",18.66,46.63
"Nagyecsed","Hungary",22.39,47.86
"Nagyhalasz","Hungary",21.76,48.14
"Nagyhegyes","Hungary",21.37,47.55
"Nagyigmand","Hungary",18.08,47.64
"Nagykallo","Hungary",21.84,47.88
"Nagykanizsa","Hungary",16.99,46.46
"Nagykata","Hungary",19.74,47.41
"Nagykoros","Hungary",19.78,47.03
"Nagykovacsi","Hungary",19.02,47.65
"Nagymagocs","Hungary",18.47,46.28
"Nagymanyok","Hungary",18.46,46.29
"Nagymaros","Hungary",18.97,47.78
"Nagyoroszi","Hungary",19.1,48
"Nagyrabe","Hungary",21.33,47.21
"Nagyrede","Hungary",19.85,47.78
"Nagyszenas","Hungary",20.67,46.66
"Nagytarcsa","Hungary",19.28,47.54
"Nagyvenyim","Hungary",18.84,46.96
"Naha","Estonia",27.44,58.17
"Nailsea","UK",-2.77,51.43
"Nairn","UK",-3.87,57.58
"Najera","Spain",-2.73,42.42
"Nakhabino","Russia",37.26,55.83
"Nakhodka","Russia",132.89,42.83
"Nakkerud","Norway",10.05,60.05
"Nakkila","Finland",21.97,61.37
"Naklo nad Notecia","Poland",17.6,53.14
"Nakskov","Denmark",11.15,54.83
"Nalchik","Russia",43.62,43.5
"Namest' na Hane","Czech Republic",17.07,49.6
"Namest' nad Oslavou","Czech Republic",16.18,49.21
"Namestovo","Slovakia",19.48,49.42
"Namsos","Norway",11.52,64.48
"Namur","Belgium",4.87,50.47
"Namyslow","Poland",17.72,51.08
"Nancy","France",6.17,48.69
"Nandrin","Belgium",5.42,50.5
"Nanterre","France",2.2,48.9
"Nantes","France",-1.57,47.23
"Nantwich","UK",-2.52,53.07
"Nanuque","Brazil",-40.35,-17.84
"Naousa","Greece",22.07,40.63
"Naousa","Greece",25.23,37.12
"Napajedla","Czech Republic",17.53,49.17
"Napi","Estonia",26.4,59.36
"Napkor","Hungary",21.89,47.96
"Naples","Italy",14.27,40.85
"Naravere","Estonia",24.38,58.69
"Narbonne","France",2.9,43.19
"Nardaran","Azerbaijan",50.01,40.56
"Nardo","Italy",18.02,40.18
"Narni","Italy",12.51,42.53
"Naro-Fominsk","Russia",36.74,55.39
"Naron","Spain",-8.17,43.52
"Narpio","Finland",21.33,62.47
"Naruja","Georgia",41.93,41.91
"Narva","Estonia",28.19,59.38
"Narva-Joesuu","Estonia",28.04,59.46
"Narvik","Norway",17.42,68.45
"Naryan-Mar","Russia",53.05,67.65
"Nasaud","Romania",24.41,47.3
"Nasice","Croatia",18.1,45.5
"Nassjo","Sweden",14.7,57.66
"Nassogne","Belgium",5.35,50.13
"Nastola","Finland",25.93,60.95
"Nasva","Estonia",22.39,58.23
"Naszaly","Hungary",18.27,47.7
"Natal","Brazil",-35.22,-5.8
"Naters","Switzerland",7.99,46.33
"Nauen","Germany",12.88,52.61
"Naujamiestis","Lithuania",24.16,55.69
"Naujoji Akmene","Lithuania",22.88,56.33
